
    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"TABLE 1",	"GEO",	"Table 1 in the paper provides the number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.",	1
1,	"NEGATIVE EXAMPLES",	"CONCEPT",	"Negative examples are discussed in the paper as significantly outnumbering positive ones, causing a severe data imbalance issue.",	0
2,	"POSITIVE EXAMPLES",	"CONCEPT",	"Positive examples are discussed in the context of data imbalance, where they are significantly outnumbered by negative examples.",	0
3,	"IMAGE_1",	"ORI_IMG",	"The image is a table labeled 'Table 1: Number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.' The table is structured with four main columns: Task, # neg, # pos, and ratio. Each row represents a different NLP task and contains the following values: \n- For CoNLL03 NER, the number of negative examples (# neg) is 170K, the number of positive examples (# pos) is 34K, and the ratio is 4.98. \n- For OntoNotes5.0 NER, the number of negative examples (# neg) is 1.96M, the number of positive examples (# pos) is 239K, and the ratio is 8.18. \n- For SQuAD 1.1 (Rajpurkar et al., 2016), the number of negative examples (# neg) is 10.3M, the number of positive examples (# pos) is 175K, and the ratio is 55.9. \n- For SQuAD 2.0 (Rajpurkar et al., 2018), the number of negative examples (# neg) is 15.4M, the number of positive examples (# pos) is 188K, and the ratio is 82.0. \n- For QUOREF (Dasigi et al., 2019), the number of negative examples (# neg) is 6.52M, the number of positive examples (# pos) is 38.6K, and the ratio is 169. \nThe table highlights the significant data imbalance in these NLP tasks, with the number of negative examples far exceeding the number of positive examples.",	6
4,	"DATA IMBALANCE",	"CONCEPT",	"Data imbalance is a central issue in the paper, referring to the problem of negative examples significantly outnumbering positive ones in NLP tasks.",	0
5,	"QUOREF",	"EVENT",	"Quoref is a QA dataset that tests the coreferential reasoning capability of reading comprehension systems."<SEP>"Quoref is a dataset used for machine reading comprehension tasks."<SEP>"Quoref is a dataset used in the task of question answering, mentioned in the context of evaluating model performance.",	4
6,	"+POSITIVE & NEGATIVE",	"EVENT",	"The performance metric of the BERT model after adding both positive and negative examples to the training dataset. Positive and negative augmentation refers to the process of augmenting the original training data with additional positive and negative examples while maintaining the same data distribution.",	5
7,	"-NEGATIVE",	"EVENT",	"The performance metric of the BERT model after removing negative examples from the training dataset. Negative downsampling is the process of reducing the number of negative examples to balance the training set.",	5
8,	"ENGLISH QUOREF",	"GEO",	"QuoRef MRC is an English dataset used for experiments to test the effect of hyperparameters in Tversky Index. The table contains performance metrics for the English QuoRef dataset.",	3
9,	"+POSITIVE",	"EVENT",	"The performance metric of the BERT model after adding positive examples to the training dataset. Positive augmentation refers to the process of creating a balanced dataset by adding positive examples to the original set.",	6
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
7,	"TABLE 8",	"EVENT",	"Table 8 illustrates the effect of different data augmentation methods on the QQP dataset in terms of F1-score.",	2
8,	"Performance Metrics Table",	"OBJECT",	"A table that presents a comparative analysis of performance metrics for two datasets, Chinese Onto4.0 and English QuoRef, across varying values of alpha (α) from 0.1 to 0.9. This table is likely part of a study or research paper detailing the effects of different alpha values on model performance, possibly in the context of machine learning or data analysis.",	3
9,	"ONTONOTES5.0",	"EVENT",	"OntoNotes5.0 is a dataset used in the paper for the named entity recognition task. A named entity recognition task with 1.96M negative and 239K positive samples, resulting in a ratio of 8.18.",	2
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
0,	"BERT+CE",	"TABLE 7",	"BERT's performance is evaluated in Table 7 for the PI task, showing a performance boost with DSC as the training objective.",	7.0,	23
1,	"BERT-TAGGER (DEVLIN ET AL., 2018)",	"IMAGE_6",	"BERT-Tagger (Devlin et al., 2018)是从image_6中提取的实体。",	10.0,	17
2,	"ENGLISH ONTONOTES 5.0",	"IMAGE_6",	"English OntoNotes 5.0是从image_6中提取的实体。",	10.0,	15
3,	"BERT-MRC+DSC",	"IMAGE_6",	"BERT-MRC+DSC是从image_6中提取的实体。",	10.0,	15
4,	"BERT-MRC+DL",	"IMAGE_6",	"BERT-MRC+DL是从image_6中提取的实体。",	10.0,	12
5,	"IMAGE_10",	"TABLE 8",	"IMAGE_10" is the image of "TABLE 8".",	10.0,	12
6,	"BERT-MRC+FL",	"IMAGE_6",	"BERT-MRC+FL是从image_6中提取的实体。",	10.0,	12
7,	"BERT-MRC+DSC",	"IMAGE_7",	"BERT-MRC+DSC是从image_7中提取的实体。",	10.0,	11
8,	"IMAGE_6",	"TABLE 3",	"IMAGE_6" is the image of "TABLE 3".",	10.0,	10
9,	"BERT-MRC (LI ET AL., 2019)",	"IMAGE_6",	"BERT-MRC (Li et al., 2019)是从image_6中提取的实体。",	10.0,	10
10,	"CVT (CLARK ET AL., 2018)",	"IMAGE_6",	"CVT (Clark et al., 2018)是从image_6中提取的实体。",	10.0,	10
11,	"IMAGE_11",	"TABLE 8",	"IMAGE_11" is the image of "TABLE 8".",	10.0,	9
12,	"BERT-MRC+DSC",	"CHINESE ONTONOTES 4.0",	"The model is evaluated on this dataset and achieves the highest F1 score.",	9.0,	9
13,	"BERT-MRC (LI ET AL., 2019)",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	9
14,	"CVT (CLARK ET AL., 2018)",	"ENGLISH ONTONOTES 5.0",	"The CVT model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	9
15,	"TABLE 7",	"XLNet",	"XLNet's performance is evaluated in Table 7 for the PI task, also showing a performance boost with DSC as the training objective.",	7.0,	9
16,	"IMAGE_1",	"ONTONOTES5.0",	"OntoNotes5.0 NER是从image_1中提取的实体。",	10.0,	8
17,	"CHINESE ONTO4.0",	"Performance Metrics Table",	"The table contains performance metrics for the Chinese Onto4.0 dataset.",	9.0,	7
18,	"IMAGE_7",	"TABLE 5",	"IMAGE_7" is the image of "TABLE 5".",	10.0,	6
19,	"CHINESE MSRA",	"IMAGE_7",	"Chinese MSRA是从image_7中提取的实体。",	10.0,	6
20,	"CHINESE ONTONOTES 4.0",	"IMAGE_7",	"Chinese OntoNotes 4.0是从image_7中提取的实体。",	10.0,	6
21,	"ENGLISH QUOREF",	"Performance Metrics Table",	"The table contains performance metrics for the English QuoRef dataset.",	9.0,	6
22,	"IMAGE_12",	"Performance Metrics Table",	"Table是从image_12中提取的实体。",	10.0,	5
23,	"CONLL03",	"ONTONOTES5.0",	"Both are named entity recognition tasks but OntoNotes5.0 has a larger dataset size and higher ratio of negative to positive samples.",	7.0,	4
24,	"IMAGE_12",	"TABLE 10",	"IMAGE_12" is the image of "TABLE 10".",	10.0,	3
    ```
    -----Sources-----
    ```csv
    "id",	"content"
0,	"results for Chinese POS datasets including CTB5, CTB6 and UD1.4.  

  
Table 4: Experimental results for English POS datasets.  

In Table 2, we summarize all the aforementioned losses. Figure 1 gives an explanation from the perspective in derivative: The derivative of DSC approaches zero right after $p$ exceeds 0.5, which suggests the model attends less to examples once they are correctly classified. But for the other losses, the derivatives reach 0 only if the probability is exactly 1, which means they will push $p$ to 1 as much as possible.  

# 4 Experiments  

We evaluated the proposed method on four NLP tasks, part-of-speech tagging, named entity recognition, machine reading comprehension and paraphrase identification. Hyperparameters are tuned on the corresponding development set of each dataset. More experiment details including datasets and hyperparameters are shown in supplementary material.  

# 4.1 Part-of-Speech Tagging  

Settings Part-of-speech tagging (POS) is the task of assigning a part-of-speech label (e.g., noun, verb, adjective) to each word in a given text. In this paper, we choose BERT (Devlin et al., 2018) as the backbone and conduct experiments on three widely used Chinese POS datasets including Chinese Treebank (Xue et al., 2005) $5.0/6.0$ and UD1.4 and English datasets including Wall Street Journal (WSJ) and the dataset proposed by Ritter et al. (2011). We report the span-level micro-averaged precision, recall and F1 for evaluation.  

# Baselines We used the following baselines:  

Joint-POS: Shao et al. (2017) jointly learns Chinese word segmentation and POS. Lattice-LSTM: Zhang and Yang (2018) constructs a word-character lattice network. Bert-Tagger: Devlin et al. (2018) treats partof-speech as a tagging task.  

Results Table 3 presents the experimental results on Chinese datasets. As can be seen, the proposed DSC loss outperforms the best baseline results by a large margin, i.e., outperforming BERT-tagger by $+1.86$ in terms of F1 score on CTB5, $+1.80$ on CTB6 and $+2.19$ on UD1.4. As far as we know, we are achieving SOTA performances on the three datasets. Focal loss only obtains a little performance improvement on CTB5 and CTB6, and the dice loss obtains huge gain on CTB5 but not on CTB6, which indicates the three losses are not consistently robust in solving the data imbalance issue.  

Table 4 presents the experimental results for English datasets.  

  

  

  
Table 5: Experimental results for NER task.  

# 4.2 Named Entity Recognition  

Settings Named entity recognition (NER) is the task of detecting the span and semantic category of entities within a chunk of text. Our implementation uses the current state-of-the-art model proposed by Li et al. (2019) as the backbone, and changes the MLE loss to DSC loss. Datasets that we use include OntoNotes4.0 (Pradhan et al., 2011), MSRA (Levow, 2006), CoNLL2003 (Sang and Meulder, 2003) and OntoNotes5.0 (Pradhan et al., 2013). We report span-level micro-averaged precision, recall and F1.  

Baselines We use the following baselines:  

ELMo: a tagging model with pretraining from Peters et al. (2018).   
Lattice-LSTM: Zhang and Yang (2018) constructs a word-character lattice, only used in Chinese datasets.   
CVT: Clark et al. (2018) uses Cross-View Training(CVT) to improve the representations of a Bi-LSTM encoder.   
Bert-Tagger: Devlin et al. (2018) treats NER as a tagging task.   
Glyce-BERT: Wu et al. (2019) combines Chinese glyph information with BERT pretraining.   
BERT-MRC: Li et al. (2019) formulates NER as a machine reading comprehension task and achieves SOTA results on Chinese and English NER benchmarks.  

Results Table 5 shows experimental results on NER datasets. DSC outperforms BERT-MRC(Li et al., 2019) by $+0.29$ ,$+0.96$ ,$+0.97$ and $+2.36$ respectively on CoNLL2003, OntoNotes5.0, MSRA and OntoNotes4.0. As far as we are concerned, we are setting new SOTA performances on all of the four NER datasets.  

# 4.3 Machine Reading Comprehension  

Settings The task of machine reading comprehension (MRC) (Seo et al., 2016; Wang et al., 2016; Wang and Jiang, 2016; Wang et al., 2016; Shen et al., 2017; Chen et al., 2017) predicts the answer span in the passage given a question and the passage. We followed the standard protocols in Seo et al. (2016), in which the start and end indexes of answer are predicted. We report Extract Match (EM) as well as F1 score on validation set. We use three datasets on this task: SQuAD v1.1, SQuAD v2.0 (Rajpurkar et al., 2016, 2018) and Quoref (Dasigi et al., 2019)."
1,	"a question and the passage. We followed the standard protocols in Seo et al. (2016), in which the start and end indexes of answer are predicted. We report Extract Match (EM) as well as F1 score on validation set. We use three datasets on this task: SQuAD v1.1, SQuAD v2.0 (Rajpurkar et al., 2016, 2018) and Quoref (Dasigi et al., 2019).  

Baselines We used the following baselines:  

QANet: Yu et al. (2018b) builds a model based on convolutions and self-attentions. Convolutions are used to model local interactions and self-attention are used to model global interactions.   
BERT: Devlin et al. (2018) scores each candidate span and the maximum scoring span is used as a prediction.   
XLNet: Yang et al. (2019) proposes a generalized autoregressive pretraining method that  

  

Table 6: Experimental results for MRC task.   

  
Table 7: Experimental results for PI task.  

enables learning bidirectional contexts.  

Results Table 6 shows the experimental results for MRC task. With either BERT or XLNet, our proposed DSC loss obtains significant performance boost on both EM and F1. For SQuADv1.1, our proposed method outperforms XLNet by $+1.25$ in terms of F1 score and $+0.84$ in terms of EM. For SQuAD v2.0, the proposed method achieves 87.65 on EM and 89.51 on F1. On QuoRef, the proposed method surpasses XLNet by $+1.46$ on EM and $+1.41$ on F1.  

# 4.4 Paraphrase Identification  

Settings Paraphrase identification (PI) is the task of identifying whether two sentences have the same meaning or not. We conduct experiments on the two widely-used datasets: MRPC (Dolan and Brockett, 2005) and QQP. F1 score is reported for comparison. We use BERT (Devlin et al., 2018) and XLNet (Yang et al., 2019) as baselines.  

Results Table 7 shows the results. We find that replacing the training objective with DSC introduces performance boost for both settings, $+0.58$ for MRPC and $+0.73$ for QQP.  

# 5 Ablation Studies  

# 5.1 Datasets imbalanced to different extents  

It is interesting to see how differently the proposed objectives affect datasets imbalanced to different extents. We use the paraphrase identification dataset QQP ( $37\%$ positive and $63\%$ negative) for studies. To construct datasets with different imbalance degrees, we used the original QQP dataset to construct synthetic training sets with different positive-negative ratios. Models are trained on these different synthetic sets and then test on the same original test set.  

Original training set (original) The original dataset with 363,871 examples, with $37\%$ being positive and $63\%$ being negative Positive augmentation ( $\downarrow$ positive) We created a balanced dataset by adding positive examples. We first randomly chose positive training examples in the original training set as templates. Then we used Spacy to retrieve entity mentions and replace them with new ones by linking mentions to their corresponding entities in DBpedia. The augmented set contains 458,477 examples, with $50\%$ being positive and $50\%$ being negative. Negative augmentation ( $\mp$ negative) We created a more imbalanced dataset. The size of the newly constructed training set and the data augmented technique are exactly the same as +negative, except that we chose negative training examples as templates. The augmented training set contains 458,477 examples, with $21\%$ being positive and $79\%$ being negative.  

  

# Negative downsampling (- negative)  

We down-sampled negative examples in the original training set to get a balanced training set. The down-sampled set contains 269,165 examples, with $50\%$ being positive and $50\%$ being negative. Positive and negative augmentation ( $\mathbf{\Psi}+$ positive $\pmb{\&}$ +negative) We augmented the original training data with additional positive and negative examples with the data distribution staying the same. The augmented dataset contains 458,477 examples, with $50\%$ being positive and $50\%$ being negative.  

Table 8: The effect of different data augmentation ways for QQP in terms of F1-score.   

  

Results are shown in Table 8. We first look at the first line, with all results obtained using the MLE objective. We can see that $^+$ positive outperforms original, and +negative underperforms original. This is in line with our expectation since $^+$ positive creates a balanced dataset while +negative creates a more imbalanced dataset. Despite the fact that -negative creates a balanced dataset, the number of training data decreases, resulting in inferior performances.  

DSC achieves the highest F1 score across all datasets. Specially, for $^+$ positive, DSC achieves minor improvements $\left(+0.05\,\mathrm{F}1\right)$ ) over DL. In contrast, it significantly outperforms DL for +negative dataset. This is in line with our expectation since DSC helps more on more imbalanced datasets. The performance of FL and DL are not consistent across different datasets, while DSC consistently performs the best on all datasets.  

# 5.2 Dice loss for accuracy-oriented tasks?  

We argue that the cross-entropy objective is actually accuracy-oriented, whereas the"
2,	"# Dice Loss for Data-imbalanced NLP Tasks  

# Xiaoya $\mathrm{Li^{2}}$ , Xiaofei $\mathbf{Sun^{\pmb{\ast}}}$ , Yuxian Meng♣, Junjun Liang♣, Fei $\mathbf{W}\mathbf{u}^{\star}$ and Jiwei $\mathrm{Li}^{\omega\bullet}$  

♠Department of Computer Science and Technology, Zhejiang University ♣Shannon.AI xiaoya li, xiaofei sun, yuxian meng, jiwei li @shannonai.com, wufei $@$ cs.zju.edu.cn  

# Abstract  

Many NLP tasks such as tagging and machine reading comprehension (MRC) are faced with the severe data imbalance issue: negative examples significantly outnumber positive ones, and the huge number of easy-negative examples overwhelms training. The most commonly used cross entropy criteria is actually accuracy-oriented, which creates a discrepancy between training and test. At training time, each training instance contributes equally to the objective function, while at test time F1 score concerns more about positive examples.  

In this paper, we propose to use dice loss in replacement of the standard cross-entropy objective for data-imbalanced NLP tasks. Dice loss is based on the Sørensen–Dice coefficient (Sorensen, 1948) or Tversky index (Tversky, 1977), which attaches similar importance to false positives and false negatives, and is more immune to the data-imbalance issue. To further alleviate the dominating influence from easy-negative examples in training, we propose to associate training examples with dynamically adjusted weights to deemphasize easy-negative examples. Experimental results show that this strategy narrows down the gap between the F1 score in evaluation and the dice loss in training.  

With the proposed training objective, we observe significant performance boosts over a wide range of data imbalanced NLP tasks. Notably, we are able to achieve SOTA results on CTB5, CTB6 and UD1.4 for the part of speech tagging task, and competitive or even better results on CoNLL03, OntoNotes5.0, MSRA and OntoNotes4.0 for the named entity recognition task along with the machine reading comprehension and paraphrase identification tasks. The code can be found at https://github.com/ShannonAI/ dice_loss_for_NLP.  

  

Table 1: Number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.  

# 1 Introduction  

Data imbalance is a common issue in a variety of NLP tasks such as tagging and machine reading comprehension. Table 1 gives concrete examples: for the Named Entity Recognition (NER) task (Sang and De Meulder, 2003; Nadeau and Sekine, 2007), most tokens are backgrounds with tagging class $O$ . Specifically, the number of tokens with tagging class $O$ is 5 times as many as those with entity labels for the CoNLL03 dataset and 8 times for the OntoNotes5.0 dataset; Dataimbalanced issue is more severe for MRC tasks (Rajpurkar et al., 2016; Nguyen et al., 2016; Rajpurkar et al., 2018; Koˇcisk\`y et al., 2018; Dasigi et al., 2019) with the value of negative-positive ratio being 50-200, which is due to the reason that the task of MRC is usually formalized as predicting the starting and ending indexes conditioned on the query and the context, and given a chunk of text of an arbitrary length, only two tokens are positive (or of interest) with all the rest being background.  

Data imbalance results in the following two issues: (1) the training-test discrepancy: Without balancing the labels, the learning process tends to converge to a point that strongly biases towards class with the majority label. This actually creates a discrepancy between training and test: at training time, each training instance contributes equally to the objective function, whereas at test time, F1 gives equal weight to positive and negative examples; (2) the overwhelming effect of easy-negative examples. As pointed out by Meng et al. (2019), a significantly large number of negative examples also means that the number of easy-negative example is large. The huge number of easy examples tends to overwhelm the training, making the model not sufficiently learn to distinguish between positive examples and hard-negative examples. The crossentropy objective (CE for short) or maximum likelihood (MLE) objective, which is widely adopted as the training objective for data-imbalanced NLP tasks (Lample et al., 2016; Wu et al., 2019; Devlin et al., 2018; Yu et al., 2018a; McCann et al., 2018; Ma and Hovy, 2016; Chen et al., 2017), handles neither of the issues.  

To handle the first issue, we propose to replace CE or MLE with losses based on the Sørensen–Dice coefficient (Sorensen, 1948) or Tversky index (Tversky, 1977). The Sørensen–Dice coefficient, dice loss for short, is the harmonic mean of precision and recall. It attaches equal importance to false positives (FPs) and false negatives (FNs) and is thus more immune to data-imbalanced datasets. Tversky index extends dice loss by using a weight that trades precision and recall, which can be thought as the approximation of the $F_{\beta}$ score, and thus comes with more flexibility. Therefore, we use dice loss or Tversky index to replace CE loss to address the first issue.  

Only using dice loss or Tversky index is not enough since they are unable to address the dominating"
    ```
    
The highest F1 score achieved on the Chinese OntoNotes 4.0 dataset, according to the provided data, is 84.47. This score was achieved by the BERT-MRC+DSC model.
mm_response:
['The highest F1 score achieved on the Chinese OntoNotes4.0 dataset, according to Table 10, is 84.67 at α = 0.6.', 'The highest F1 score achieved on the Chinese OntoNotes4.0 dataset, according to Table 10, is 84.47 by BERT-MRC+DSC.', 'The highest F1 score achieved on the Chinese OntoNotes4.0 dataset is 84.67, according to IMAGE_12.']
merged_mm_response:
Analyzing the Responses:
- The first response states that the highest F1 score is 84.67 at α = 0.6.
- The second response states that the highest F1 score is 84.47 by BERT-MRC+DSC.
- The third response states that the highest F1 score is 84.67, according to IMAGE_12.

Reasonably Determine:
There is a contradiction between the first and second responses regarding the highest F1 score. The first and third responses agree on the score of 84.67, but the second response provides a different score of 84.47. Since the user specifically asked for the information according to Table 10, and the first and third responses both mention Table 10, these responses are more relevant. The third response, however, does not mention α = 0.6, which is a detail provided in the first response. Given that the user's query did not specify α, the detail about α is not necessary for answering the user's question.

Provide a Unified Answer:
The highest F1 score achieved on the Chinese OntoNotes4.0 dataset, according to Table 10, is 84.67.

    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"TABLE 8",	"EVENT",	"Table 8 illustrates the effect of different data augmentation methods on the QQP dataset in terms of F1-score.",	2
1,	"IMAGE_11",	"ORI_IMG",	"The image is a table labeled 'Table 8: The effect of different data augmentation ways for QQP in terms of F1-score.' The table is structured with two main columns: SST-2 and SST-5, each representing different datasets. Under each dataset, there are two sub-columns labeled 'Acc' for accuracy. The rows represent different models used for data augmentation: BERT+CE, BERT+DL, and BERT+DSC. The values in the table are as follows: for SST-2, BERT+CE has an accuracy of 94.90%, BERT+DL has 94.37%, and BERT+DSC has 94.84%. For SST-5, BERT+CE has an accuracy of 55.57%, BERT+DL has 54.63%, and BERT+DSC has 55.19%. The table highlights the performance of different models across the two datasets, with BERT+CE achieving the highest accuracy on both SST-2 and SST-5.",	7
2,	"BERT-MRC+FL",	"ORGANIZATION",	"An enhanced version of BERT-MRC with a precision of 93.13, recall of 93.09, and F1 score of 93.11, showing an improvement of +0.06 over BERT-MRC.",	4
3,	"IMAGE_10",	"ORI_IMG",	"The image is a table that presents the performance of different models on a dataset with various data augmentation strategies. The table has six columns: 'original', '+ positive', '+ negative', '- negative', and '+ positive & negative'. Each row represents a different model or model configuration. The first row shows the results for the BERT model, with the original accuracy being 91.3%. The subsequent rows show the results for BERT combined with different techniques: FL (Focal Loss), DL (Dynamic Loss), and DSC (Dynamic Sample Contribution). For each model, the table provides the accuracy for the original dataset and the datasets augmented with positive examples, negative examples, down-sampled negative examples, and both positive and negative examples. The values are presented in percentages, with the changes in accuracy relative to the original model shown in parentheses. For example, BERT+FL has an accuracy of 91.86% (+0.56) on the original dataset, 92.64% (+0.37) on the + positive dataset, 90.61% (+0.53) on the + negative dataset, 90.79% (+1.06) on the - negative dataset, and 93.45% (+0.31) on the + positive & negative dataset.",	10
4,	"BERT-MRC+DSC",	"ORGANIZATION",	"An enhanced version of BERT-MRC with a precision of 93.41, recall of 93.25, and F1 score of 93.33, showing the highest improvement of +0.29 over BERT-MRC.",	7
5,	"IMAGE_5",	"ORI_IMG",	"The image is a table labeled 'English CoNLL 2003' that provides performance metrics for various models on the named entity recognition (NER) task. The table is structured with four main columns: Model, Precision (Prec.), Recall (Rec.), and F1 score. Each row represents a different model and its corresponding performance metrics. The models listed are ELMo (Peters et al., 2018), CVT (Clark et al., 2018), BERT-Tagger (Devlin et al., 2018), BERT-MRC (Li et al., 2019), BERT-MRC+FL, BERT-MRC+DL, and BERT-MRC+DSC. The precision, recall, and F1 scores are provided for each model. Notably, BERT-MRC+DSC achieves the highest F1 score of 93.33, which is an improvement of +0.29 over BERT-MRC. The table highlights the superior performance of the DSC loss in enhancing the F1 score compared to other losses.",	9
6,	"IMAGE_6",	"ORI_IMG",	"The image is a table labeled 'English OntoNotes 5.0' that provides performance metrics for various models on the named entity recognition (NER) task. The table is structured with four main columns: Model, Precision (Prec.), Recall (Rec.), and F1 score. Each row represents a different model and its corresponding performance metrics. The models listed are CVT (Clark et al., 2018), BERT-Tagger (Devlin et al., 2018), BERT-MRC (Li et al., 2019), BERT-MRC+FL, BERT-MRC+DL, and BERT-MRC+DSC. The precision values range from 90.01 to 92.70, the recall values range from 88.35 to 92.56, and the F1 scores range from 88.8 to 92.07. Notably, BERT-MRC+DSC achieves the highest F1 score of 92.07, which is an improvement of +0.96 over BERT-MRC.",	8
7,	"IMAGE_8",	"ORI_IMG",	"The image is a table that presents the experimental results for the machine reading comprehension (MRC) task using different models and datasets. The table is divided into rows and columns. The rows represent different models: QANet, BERT, BERT+FL, BERT+DL, BERT+DSC, XLNet, XLNet+FL, XLNet+DL, and XLNet+DSC. The columns are labeled with the datasets SQuAD v1.1, SQuAD v2.0, and QuoRef, each further divided into EM (Exact Match) and F1 scores. For example, QANet scores 73.6 on EM and 82.7 on F1 for SQuAD v1.1, while BERT scores 84.1 on EM and 90.9 on F1 for the same dataset. The table also shows the performance improvements of the proposed methods over the baseline models. For instance, BERT+DSC achieves 85.34 on EM and 91.97 on F1 for SQuAD v1.1, which is an improvement of +1.24 and +1.07 respectively over BERT. Similarly, XLNet+DSC achieves 89.79 on EM and 95.77 on F1 for SQuAD v1.1, which is an improvement of +0.84 and +1.25 respectively over XLNet. The table highlights the significant performance boost obtained by the proposed DSC loss method on both EM and F1 scores across all datasets.",	10
8,	"BERT-MRC (LI ET AL., 2019)",	"ORGANIZATION",	"A model developed by Li et al. in 2019, achieving a precision of 92.98, recall of 89.95, and an F1 score of 91.11 on the English OntoNotes 5.0 dataset.",	2
9,	"BERT-MRC+DL",	"ORGANIZATION",	"An enhanced version of BERT-MRC with a precision of 93.22, recall of 93.12, and F1 score of 93.17, showing an improvement of +0.12 over BERT-MRC.",	4
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
0,	"BERT+CE",	"IMAGE_10",	"BERT是从image_10中提取的实体。",	10.0,	31
1,	"BERT+CE",	"IMAGE_8",	"BERT是从image_8中提取的实体。",	10.0,	31
2,	"BERT+CE",	"IMAGE_11",	"BERT+CE是从image_11中提取的实体。",	10.0,	28
3,	"BERT+DL",	"IMAGE_10",	"BERT+DL是从image_10中提取的实体。",	10.0,	26
4,	"BERT+DSC",	"IMAGE_8",	"BERT+DSC是从image_8中提取的实体。",	10.0,	26
5,	"BERT+DL",	"IMAGE_8",	"BERT+DL是从image_8中提取的实体。",	10.0,	26
6,	"BERT+DSC",	"IMAGE_10",	"BERT+DSC是从image_10中提取的实体。",	10.0,	26
7,	"BERT+FL",	"IMAGE_10",	"BERT+FL是从image_10中提取的实体。",	10.0,	25
8,	"BERT+FL",	"IMAGE_8",	"BERT+FL是从image_8中提取的实体。",	10.0,	25
9,	"BERT+DSC",	"IMAGE_11",	"BERT+DSC是从image_11中提取的实体。",	10.0,	23
10,	"BERT+DL",	"IMAGE_11",	"BERT+DL是从image_11中提取的实体。",	10.0,	23
11,	"IMAGE_8",	"XLNet",	"XLNet是从image_8中提取的实体。",	10.0,	17
12,	"ENGLISH CONLL 2003",	"IMAGE_5",	"English CoNLL 2003是从image_5中提取的实体。",	10.0,	17
13,	"BERT-TAGGER (DEVLIN ET AL., 2018)",	"IMAGE_6",	"BERT-Tagger (Devlin et al., 2018)是从image_6中提取的实体。",	10.0,	17
14,	"+POSITIVE",	"IMAGE_10",	"+ positive是从image_10中提取的实体。",	10.0,	16
15,	"IMAGE_10",	"ORIGINAL",	"original是从image_10中提取的实体。",	10.0,	16
16,	"BERT-MRC+DSC",	"IMAGE_5",	"BERT-MRC+DSC是从image_5中提取的实体。",	10.0,	16
17,	"+POSITIVE & NEGATIVE",	"IMAGE_10",	"+ positive & negative是从image_10中提取的实体。",	10.0,	15
18,	"-NEGATIVE",	"IMAGE_10",	"- negative是从image_10中提取的实体。",	10.0,	15
19,	"ENGLISH ONTONOTES 5.0",	"IMAGE_6",	"English OntoNotes 5.0是从image_6中提取的实体。",	10.0,	15
20,	"+NEGATIVE",	"IMAGE_10",	"+ negative是从image_10中提取的实体。",	10.0,	15
21,	"BERT-MRC+DSC",	"IMAGE_6",	"BERT-MRC+DSC是从image_6中提取的实体。",	10.0,	15
22,	"BERT-MRC+DSC",	"ENGLISH CONLL 2003",	"BERT-MRC+DSC was evaluated in the English CoNLL 2003 event.",	8.0,	15
23,	"BERT-MRC+DSC",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+DSC model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	14
24,	"BERT-MRC+DL",	"IMAGE_5",	"BERT-MRC+DL是从image_5中提取的实体。",	10.0,	13
25,	"IMAGE_8",	"MRC TASK",	"IMAGE_8" is the image of "MRC TASK".",	10.0,	13
26,	"IMAGE_8",	"XLNET+DL",	"XLNet+DL是从image_8中提取的实体。",	10.0,	13
27,	"IMAGE_8",	"XLNET+FL",	"XLNet+FL是从image_8中提取的实体。",	10.0,	13
28,	"IMAGE_8",	"XLNET+DSC",	"XLNet+DSC是从image_8中提取的实体。",	10.0,	13
29,	"BERT-MRC+FL",	"IMAGE_5",	"BERT-MRC+FL是从image_5中提取的实体。",	10.0,	13
30,	"BERT-MRC+DL",	"IMAGE_6",	"BERT-MRC+DL是从image_6中提取的实体。",	10.0,	12
31,	"BERT-MRC+FL",	"IMAGE_6",	"BERT-MRC+FL是从image_6中提取的实体。",	10.0,	12
32,	"IMAGE_10",	"TABLE 8",	"IMAGE_10" is the image of "TABLE 8".",	10.0,	12
33,	"IMAGE_8",	"QANET",	"QANet是从image_8中提取的实体。",	10.0,	12
34,	"BERT-MRC+DL",	"ENGLISH CONLL 2003",	"BERT-MRC+DL was evaluated in the English CoNLL 2003 event.",	8.0,	12
35,	"BERT-MRC+FL",	"ENGLISH CONLL 2003",	"BERT-MRC+FL was evaluated in the English CoNLL 2003 event.",	8.0,	12
36,	"BERT-MRC+DSC",	"IMAGE_7",	"BERT-MRC+DSC是从image_7中提取的实体。",	10.0,	11
